"","X","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"2904",2265876,8048604334,"FRX9802","NY","PAS","08/25/2015",31,"SUBN","ROVER","T",34130,10410,10510,"20150921",13,13,13,357783,"T102","I","0113P","","NY","O","6","W 18th St","","0",408,"l3",NA,"YYYYY","0700A","0600P","BK",NA,2015,"",0,"99 6","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905",2733599,8046373564,"47754JX","NY","COM","09/21/2015",20,"PICK","FORD","T",10410,17610,17630,"20160131",14,14,14,355675,"T102","F","0256P","0215P","NY","F","309","5th Ave","","20150921",408,"d",NA,"YYYYY","0800A","0600P","WH",NA,2008,"",0,"99 6","20-No Parking (Com Plate)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906",508316,5086916847,"AP101U","NJ","PAS","06/23/2015",7,"TRK","INTER","V",0,0,0,"0",NA,0,0,0,"","","0632P","","","","","ATLANTIC AVE (W/B) @","NOSTRAND AVE","0",1111,"D",TRUE,"","","","GN",NA,2014,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",1897463,7706775793,"GFV3999","NY","PAS","08/03/2015",21,"SUBN","HYUND","T",5580,10280,10330,"20170328",68,68,68,331325,"T302","L","0810A","","K","F","7418","5th Ave","","0",408,"d1",NA,"Y","0800A","0830A","BK",NA,2013,"",0,"E 32","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908",2988303,7461943340,"GES2929","NY","PAS","10/17/2015",71,"4DSD","HONDA","T",19940,0,0,"20170625",102,102,102,355098,"T402","G","0749A","","Q","I","E","106th St","10ft N/of 101st Ave","0",408,"j6",NA,"YYYYYYY","","","GR",NA,0,"",0,"24 4","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909",9083567,8181528773,"ACUZONE","PA","PAS","04/14/2016",38,"SUBN","CHEVR","T",14780,82730,90580,"20160088",61,61,61,359320,"T302","N","1107A","","K","F","287","Avenue X","","0",408,"h1",NA,"Y","0800A","0700P","SILVE",NA,0,"",0,"33 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910",779937,8016397165,"EXW2634","NY","PAS","06/29/2015",70,"SUBN","CHEVR","T",8320,44120,68520,"20140321",47,47,47,359579,"T202","O","0314A","","BX","O","1632","Allerton Ave","","0",408,"j3",NA,"YYYYYYY","","","WH",NA,2006,"",0,"22P","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911",6807823,1400096819,"EPZ3019","NY","PAS","02/07/2016",46,"SUBN","TOYOT","P",13820,32420,21250,"20170209",47,47,47,946384,"0047","0000","0812P","","BX","F","3476","BOSTON RD","","0",408,"J3",NA,"BBBBBBB","ALL","ALL","BLUE",0,2006,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912",8916714,7737981913,"882JIA","NY","PAS","04/09/2016",14,"SUBN","HONDA","T",5880,9830,9880,"20170802",68,68,68,361304,"T802","B","0952P","","K","F","6521","8th Ave","","0",408,"c",NA,"YYYYYYY","","","GY",NA,2014,"",0,"O 31","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913",9371974,7773484089,"XCSL22","NJ","PAS","05/19/2016",46,"VAN","FORD","T",0,0,0,"88888888",46,46,46,340075,"T201","D","0127P","0120P","BX","I","E","Tiebout Ave","50ft N/of E 187th St","0",408,"F1",NA,"","","","WHITE",NA,0,"",0,"17 2","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914",10366808,7802929581,"80353MD","NY","COM","05/31/2016",14,"VAN","DODGE","T",61090,54580,58717,"88888888",108,108,108,352040,"T401","K","0959A","","Q","F","136-01","Roosevelt Ave","","0",408,"c",NA,"YYYYYYY","","","WHITE",NA,2006,"",0,"07 4","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",6417014,1403188324,"JTD2454","PA","PAS","02/05/2016",50,"SDN","ME/BE","P",10210,19210,19250,"20161231",23,23,23,959042,"0023","0000","0428A","0426A","NY","F","2060","3RD AVE","","0",408,"F1",NA,"BBBBBBB","ALL","ALL","BLACK",0,2014,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916",2160687,8030356638,"B93EYP","NJ","PAS","08/18/2015",38,"2DSD","HONDA","T",11010,34630,34650,"88888888",10,10,10,355438,"T106","L","0101P","","NY","F","597","10th Ave","","0",408,"h1",NA,"Y","0900A","0400P","BLACK",NA,0,"",0,"99 6","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917",1727234,4004865001,"YJX99B","NJ","PAS","08/03/2015",5,"4 DR","MER","V",0,0,0,"0",NA,0,0,0,"","","1050A","","","","","SB NOSTRAND AVE @ TI","LDEN AVE","0",1111,"C",TRUE,"","","","WT",NA,2008,"",0,"","BUS LANE VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918",3104015,8037221738,"GYB2722","NY","PAS","10/18/2015",14,"4DSD","AUDI","T",67730,73030,54050,"20170420",61,61,61,330578,"T302","U","0949A","","K","O","1704","Ocean Pky","","0",408,"c",NA,"YYYYYYY","","","GY",NA,2016,"",0,"W 32","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919",2408065,7351973520,"GWJ6883","NY","PAS","09/22/2015",74,"4DSD","BMW","T",44690,54102,54865,"20170510",113,113,113,355676,"T402","R","0157P","","Q","O","122-44","Farmers Blvd","","0",408,"j2",NA,"","","","MR",NA,1998,"",0,"C 42","74B-Covered Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",4268994,7035502300,"220CPL","NY","ORG","11/03/2015",37,"SUBN","JEEP","T",40930,40430,48230,"20170820",70,70,70,362609,"T302","K","1253P","1214P","K","F","644","Flatbush Ave","","0",408,"h1",NA,"Y","0800A","0700P","BL",NA,2012,"304-3009",0,"10 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921",9547095,8321504486,"GVK6379","NY","PAS","05/12/2016",20,"SUBN","HONDA","T",17450,11815,13113,"20170222",13,13,13,331220,"T102","A","0710A","","NY","F","510","E 23rd St","","0",408,"d",NA,"Y","0700A","0600P","GR",NA,0,"",0,"E 17","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922",480023,4608527617,"EGT4873","NY","PAS","07/07/2015",36,"SUBN","CHEVR","V",0,0,0,"0",NA,0,0,0,"","","1017A","","","","","WB FLATLANDS AVE @ E","77TH ST","0",1180,"B",TRUE,"","","","GY",NA,2002,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923",4120972,1401619850,"83813ME","NY","COM","11/09/2015",21,"VAN","ISUZU","S",29830,77250,46655,"20170228",76,76,0,587092,"KS06","0000","0126A","","K","O","637","COURT ST","","0",408,"D1",NA,"YBBYBBB","1200A","0300A","WHITE",0,2005,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924",10618805,8364001899,"YBJ40S","NJ","PAS","06/23/2016",24,"SUBN","TOYOT","T",35330,54050,14480,"88888888",61,61,61,363502,"T302","K","1240P","","K","F","1725","E 12th St","","0",408,"d5",NA,"YYYYY","0800A","0700P","SILVE",NA,0,"",0,"41 3","24-No Parking (exc auth veh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925",9174503,1406982556,"HBB2659","NY","PAS","05/01/2016",71,"SUBN","FORD","P",54070,58530,60830,"20170928",71,71,71,955806,"0071","0000","0838P","","K","F","520","KINGSTON AVE","","0",408,"D",NA,"BBBBBBB","ALL","ALL","WH",0,0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926",7977801,7885055772,"BAG3780","NY","PAS","02/29/2016",21,"SUBN","HONDA","T",34010,10410,10510,"20171225",6,6,6,343267,"T501","B","0910A","","NY","F","79","W 12th St","","0",408,"d1",NA,"Y  Y","0900A","1030A","GL",NA,2002,"",0,"01 6","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927",4212252,4613112187,"EEJ6477","NY","PAS","11/19/2015",36,"SUBN","ACURA","V",0,0,0,"0",NA,0,0,0,"","","0947A","","","","","WB EASTERN PKWY @ RO","CKAWAY AVE","0",1180,"B",TRUE,"","","","GR",NA,2008,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",2168309,8029537487,"98975MC","NY","COM","08/03/2015",69,"VAN","DODGE","T",34670,10410,10510,"88888888",14,14,14,355233,"T106","J","0405P","","NY","O","35","W 45th St","","0",408,"h1",NA,"YYYYY","0700A","0600P","WHITE",NA,2006,"",0,"99 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929",5548796,8040781978,"13657MD","NY","COM","12/15/2015",69,"DELV","KENWO","T",34750,0,0,"20160331",18,18,18,330692,"T503","B1","0920A","","NY","I","S","W 49th St","60ft W/of 6th Ave","0",408,"h1",NA,"YYYYY","0700A","0700P","RD",NA,2013,"",0,"07 7","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930",9873311,8031387795,"C51DDB","NJ","PAS","05/09/2016",38,"CONV","ME/BE","T",10210,19330,19350,"88888888",25,25,25,363054,"T103","Q","0321P","","NY","F","2182","3rd Ave","","0",408,"h1",NA,"Y","0800A","0700P","SILVE",NA,0,"",0,"01 7","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931",9197852,4005749689,"GYM8868","NY","OMS","04/21/2016",5,"4DSD","TOYOT","V",0,0,0,"0",NA,0,0,0,"","","0501P","","BK","","","SB NOSTRAND AVE @ TI","LDEN AVE","0",1111,"C",TRUE,"","","","WH",NA,2016,"",0,"","BUS LANE VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",5106559,8024174960,"GFX2455","NY","PAS","12/11/2015",21,"2DSD","BMW","T",8540,8590,8690,"20170721",114,114,114,356560,"T401","G","1242P","","Q","O","35-48","34th St","","0",408,"d1",NA,"Y  Y","1130A","0100P","WHITE",NA,2011,"",0,"26 4","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933",8369119,5091139035,"K91DZB","NJ","PAS","04/09/2016",7,"WAGO","BMW","V",0,0,0,"0",NA,0,0,0,"","","0509P","","","","","QUEENS BLVD (W/B) @","JACOBUS ST","0",1111,"D",TRUE,"","","","SL",NA,2004,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2934",8752222,4618915894,"DMW8115","NY","PAS","04/19/2016",36,"4DSD","MAZDA","V",0,0,0,"0",NA,0,0,0,"","","0147P","","","","","WB QUEENS BLVD @ 56T","H ST","0",1180,"B",TRUE,"","","","BR",NA,2002,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935",5759973,7025464480,"HCG2167","NY","PAS","01/11/2016",21,"4DSD","ACURA","T",26520,21520,50320,"20171022",42,42,42,357069,"T201","N","1140A","","BX","O","380","E 162nd St","","0",408,"d1",NA,"Y  Y","1130A","0100P","WH",NA,2008,"",0,"F 21","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936",1306863,7498902977,"84348JW","NY","COM","08/28/2015",21,"VAN","CHEVR","T",29690,36090,36150,"20170430",25,25,25,338894,"T103","E","1119A","","NY","F","448","Riverside Dr","","0",408,"d1",NA,"Y  Y","1100A","1230A","WH",NA,2007,"",0,"40 7","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937",4970497,7357424625,"JBR6718","PA","PAS","12/01/2015",40,"4DSD","HONDA","T",18350,10210,10110,"20150088",19,19,19,355639,"T103","L","0153P","","NY","O","210","E 68th St","","0",408,"e2",NA,"YYYYYYY","","","RED",NA,0,"",0,"CC1","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938",407180,1368627390,"38978MD","NY","COM","06/19/2015",14,"DELV","MERCU","P",10010,18250,18270,"20160731",19,19,109,348569,"T109","0000","0252P","","NY","F","1164","1ST AVE","","0",408,"E2",NA,"YYYYYBB","0200P","0700P","RD",0,2014,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939",6299347,8000796958,"EJL3325","NY","PAS","01/13/2016",20,"4DSD","TOYOT","T",39690,16990,17140,"20160702",104,104,104,363075,"T402","T","0633P","","Q","F","8314","Cooper Ave","","0",408,"d",NA,"YYYYYYY","","","GY",NA,2009,"",0,"C 42","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940",4687946,8039637417,"2240648","IN","PAS","11/24/2015",69,"DELV","FRUEH","T",17970,0,0,"88880088",18,18,18,355144,"T106","A","0749A","","NY","I","S","E 49th St","80ft E/of 5th Ave","0",408,"h1",NA,"YYYYY","0700A","0600P","BLACK",NA,0,"",0,"G 17","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941",2154980,8027129990,"66635MA","NY","COM","08/18/2015",85,"DELV","MI/F","T",22240,0,0,"20151031",106,106,106,361073,"T402","P","0644P","0335P","Q","I","E","135th St","50ft S/of Foch Blvd","0",408,"k5",NA,"","","","WH",NA,2007,"",0,"P 42","85-Storage-3 hour Commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942",2509320,7938790242,"GCE4531","NY","PAS","09/24/2015",38,"SUBN","JEEP","T",10110,17170,17190,"20160930",9,9,9,362548,"T101","D","0447P","","NY","F","152","2nd Ave","","0",408,"h1",NA,"Y","0830A","1000P","WHITE",NA,2013,"",0,"70 1","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943",1859195,7472364680,"GMS2057","NY","PAS","08/14/2015",21,"4DSD","INFIN","T",58190,39890,38490,"20160219",104,104,104,361287,"T401","U","1115A","","Q","F","853","Onderdonk Ave","","0",408,"d1",NA,"Y","1100A","1230A","GY",NA,1999,"",0,"70","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944",1813956,7135556306,"J760318","NJ","PAS","08/19/2015",31,"SUBN","TOYOT","T",17970,0,0,"88888888",17,17,17,362222,"T102","K","0452P","","NY","I","S","E 49th St","95ft E/of 5th Ave","0",408,"l3",NA,"YYYYY","0700A","0600P","GOLD",NA,0,"",0,"99 6","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945",3935592,7660199298,"K69298","CT","COM","11/09/2015",14,"DELV","GMC","T",18330,10010,45590,"20150088",25,25,25,346193,"T103","B","0635A","","NY","F","430","E 67th St","","0",408,"c",NA,"Y","0600A","0600P","WHITE",NA,0,"",0,"B 77","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",8838612,7247940712,"72405ME","NY","COM","04/08/2016",21,"VAN","FORD","T",54070,86530,72230,"20160831",71,71,71,361784,"T302","D","0808A","","K","F","331","Kingston Ave","","0",408,"d1",NA,"YYYYY","0800A","0830A","WH",NA,2006,"",0,"35 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947",5989340,8174002613,"HBA6671","NY","PAS","12/29/2015",40,"4DSD","INFIN","T",14480,35380,35430,"20170831",61,61,61,355614,"T302","A","0845A","","K","F","1315","Avenue R","","0",408,"e2",NA,"YYYYYYY","","","BK",NA,2015,"",0,"03 3","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2948",4796896,1401334933,"GLJ5678","NY","PAS","11/16/2015",98,"SUBN","LEXUS","P",21680,21690,21685,"20160121",60,60,60,958088,"0060","0000","1230P","","NY","F","234","BRIGHTON 2ND LANE","","0",408,"F7",NA,"BBBBBBB","ALL","ALL","SILVE",0,2010,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2949",2508875,7861466176,"N30ECJ","NJ","PAS","09/02/2015",14,"SUBN","DODGE","T",34230,10410,10510,"88888888",17,17,17,358892,"T102","X","0432P","","NY","F","32","W 23rd St","","0",408,"c",NA,"Y","0400P","0700P","BLACK",NA,0,"",0,"99 6","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2950",6989847,7496576943,"EJN3194","NY","PAS","02/11/2016",21,"SUBN","JEEP","T",64290,6490,6590,"20161119",114,114,114,355544,"T401","M","0944A","","Q","F","20-72","Steinway St","","0",408,"d1",NA,"Y","0930A","1100A","MR",NA,1999,"",0,"E 41","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951",2484841,7726264275,"XCVZ28","NJ","PAS","08/28/2015",21,"VAN","CHEVR","T",7890,7040,7300,"88880088",114,114,114,362204,"T401","U","1206P","","Q","F","23-22","30th Rd","","0",408,"d1",NA,"Y  Y","1130A","0100P","WHITE",NA,0,"",0,"29 4","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952",4122734,1402965564,"XCJW68","NJ","PAS","11/10/2015",19,"VAN","CHEVR","P",67530,40230,44430,"0",70,70,70,916139,"0070","0000","1033A","","K","F","1111","OCEAN AVE","","0",408,"C3",NA,"BBBBBBB","ALL","ALL","WH",0,0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953",78708,4608808382,"GUM7369","NY","PAS","07/23/2015",36,"4DSD","FORD","V",0,0,0,"0",NA,0,0,0,"","","0953A","","","","","NB BAY PKWY @ 63RD S","T","0",1180,"B",TRUE,"","","","BL",NA,2004,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954",6961422,7384289002,"DJU0184","MI","PAS","02/06/2016",21,"VAN","CHEVR","T",42820,29220,27360,"20160288",52,52,52,352093,"T201","O","0747A","","BX","F","2464","Jerome Ave","","0",408,"d1",NA,"Y","0730A","0800A","WHITE",NA,0,"",0,"G 21","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2955",8712232,4618081247,"7HNH063","CA","PAS","03/31/2016",36,"4D","HYUND","V",0,0,0,"0",NA,0,0,0,"","","1205P","","","","","WB QUEENS BLVD @ 56T","H ST","0",1180,"B",TRUE,"","","","",NA,2015,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956",7185753,8074016705,"37603JH","NY","COM","02/23/2016",37,"VAN","CHEVR","T",10210,18550,18570,"20171031",19,19,19,355660,"T103","C","0455P","0447P","NY","F","1382","3rd Ave","","20160223",408,"h1",NA,"Y","0800A","0700P","GREY",NA,2005,"120-8014",0,"08 7","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957",6618902,7635198415,"GVU6564","NY","PAS","01/30/2016",14,"4DSD","INFIN","T",20390,18790,19340,"20170203",102,102,102,347629,"T402","X","0752A","","Q","F","95-02","110th St","","0",408,"c",NA,"YYYYYYY","","","BK",NA,2008,"",0,"39 4","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958",2270678,8046811385,"AL354U","NJ","PAS","08/11/2015",51,"DELV","INTER","T",28490,0,0,"88888888",1,1,1,355538,"T101","G","1143A","","NY","I","W","Pearl St","20ft N/of John St","0",408,"e3",NA,"","","","GREEN",NA,0,"",0,"28 1","51-Sidewalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959",9737634,7221542776,"FAP8821","NY","PAS","05/04/2016",21,"SUBN","HONDA","T",67730,32930,13930,"20180510",66,66,66,341963,"T302","E","1203P","","K","F","540","Ocean Pky","","0",408,"d1",NA,"Y","1130A","0100P","GY",NA,2016,"",0,"40 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960",1485407,7084218245,"DZY1693","NY","PAS","08/04/2015",37,"SUBN","FORD","T",6380,8830,8880,"20170930",66,66,66,359315,"T302","G","1227P","1217P","K","O","4518","13th Ave","","0",408,"h1",NA,"YYYYY","0800A","0700P","BLACK",NA,2014,"311-3009",0,"01 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2961",5158830,8048266374,"VHZ30P","NJ","PAS","11/27/2015",21,"4DSD","TOYOT","T",7240,17740,17990,"88888888",114,114,114,355659,"T401","M","1203P","","Q","O","87-10","25th Ave","","0",408,"d1",NA,"Y","1130A","0100P","GREY",NA,0,"",0,"U 41","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962",9979539,8177019995,"CRY9805","NY","PAS","05/03/2016",37,"SUBN","DODGE","T",5280,10280,10330,"20180106",68,68,68,362569,"T302","B","1126A","1059A","K","O","7417","3rd Ave","","0",408,"h1",NA,"Y","0800A","0700P","GR",NA,0,"342-3021",0,"26 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963",8244058,1388741921,"GXT8091","NY","PAS","04/02/2016",67,"SUBN","HONDA","X",25590,56890,78820,"20170407",43,43,0,104,"0000","0000","1033P","","BX","F","1448","EAST AVENUE","","0",408,"C",NA,"BBBBBBB","ALL","ALL","GRAY",0,2015,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2964",2607026,8010676688,"76253JY","NY","COM","09/21/2015",46,"DELV","FRUEH","T",11710,35490,35510,"88888888",24,24,24,361889,"T103","K","1008A","1200P","NY","F","541","Amsterdam Ave","","20150921",408,"F1",NA,"","","","WHITE",NA,2007,"",0,"47 7","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2965",7732027,4617563635,"DYBH19","FL","PAS","03/17/2016",36,"UT","HONDA","V",0,0,0,"0",NA,0,0,0,"","","0228P","","","","","WB ROCKAWAY BLVD @ L","INCOLN ST","0",1180,"B",TRUE,"","","","BLU",NA,2004,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966",10538810,8249518184,"63394JM","NY","COM","06/03/2016",46,"VAN","NS/OT","T",34010,10510,10610,"88888888",6,6,6,363467,"T105","C","0122P","1200P","NY","O","127","W 12th St","","20160603",408,"F1",NA,"","","","BROWN",NA,1997,"",0,"045","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967",10350752,7662357442,"27289MD","NY","COM","06/23/2016",53,"REFG","HINO","T",10010,0,0,"20161231",19,19,19,355209,"T103","C","0333P","","NY","I","W","1st Ave","20ft N/of E 90th St","0",408,"f6",NA,"","","","WH",NA,2013,"",0,"CC1","53-Safety Zone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968",1111946,4609661317,"T661850C","NY","OMT","09/18/2015",36,"SUBN","TOYOT","V",10350,40404,40404,"0",NA,0,0,0,"","","0801A","","","","","NB 4TH AVE @ 13TH ST","","0",1180,"B",TRUE,"","","","BL",NA,2012,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969",4080364,8214502901,"GVL4315","NY","PAS","11/18/2015",21,"SUBN","FORD","T",10890,37290,17740,"20170203",110,110,110,359322,"T401","A","1136A","","Q","F","86-11","51st Ave","","0",408,"d1",NA,"Y","1130A","0100P","BK",NA,2003,"",0,"18 4","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2970",2218643,8039420714,"75075JX","NY","COM","08/20/2015",69,"VAN","CHEVR","T",34870,0,0,"88888888",18,18,18,358658,"T106","J","0111P","","NY","I","S","W 55th St","15ft E/of Broadway","0",408,"h1",NA,"YYYYY","0700A","0600P","WHITE",NA,2007,"",0,"88 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971",6027403,1399525608,"65547JR","NY","COM","12/22/2015",68,"VAN","CHEVR","K",45720,522,39595,"20171031",110,110,3,160232,"0003","0000","1230P","","Q","O","131-01","FOWLER AVENUE","","0",408,"N8",NA,"BBBBBBB","ALL","18A","WHITE",0,2010,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",2872071,4611272035,"GRT4618","NY","PAS","10/15/2015",36,"SUBN","CHRYS","V",0,0,0,"0",NA,0,0,0,"","","0414P","","","","","SB AMSTERDAM AVE @ W","129TH ST","0",1180,"B",TRUE,"","","","BL",NA,2005,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",893248,8039550531,"46962MC","NY","COM","07/22/2015",10,"VAN","DODGE","T",10110,17470,17490,"88888888",13,13,13,359601,"T102","J","1217P","","NY","F","424","2nd Ave","","0",408,"b",NA,"YYYYYYY","","","WHITE",NA,2006,"",0,"31 6","10-No Stopping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",8757792,4619010182,"FCS2978","NY","PAS","04/21/2016",36,"SUBN","TOYOT","V",0,0,0,"0",NA,0,0,0,"","","1209P","","","","","NB CONEY ISLAND AVE","@ KERMIT PL","0",1180,"B",TRUE,"","","","GY",NA,2007,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975",6996413,7497874949,"FAY5899","NY","PAS","02/02/2016",71,"4DSD","TOYOT","T",26840,0,0,"20160525",105,105,105,355205,"T402","L","0519A","","Q","I","W","218th St","20ft S/of Horace Har","0",408,"j6",NA,"YYYYYYY","","","GY",NA,2005,"",0,"Q 42","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
